"","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"454",454,"2024-08-10","EN",12.5666666666667,"26-30","Female","Single (never married)","University (Bachelor)","Rai","","Sunsari","City","Personally have felt strong shaking","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,2,3,2,0,1,0,3,1,5,0,1,2,0.105263157894737,1
"455",455,"2024-08-10","EN",6.91666666666667,"18-20","Male","Single (never married)","Secondary","Bahun","","Tanahun","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes","",2,4,4,1,1,2,4,0,0,0,0,2,0,5,1,5,10,0.526315789473684,1
"456",456,"2024-08-10","NE",38.3,"66-70","Male","Married","Secondary","Bahun","","Jhapa","City","Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Social media (Facebook, Twitter)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions,Other","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,5,0,1,0,0,2,5,2,1,5,11,0.578947368421053,7
"457",457,"2024-08-10","EN",7.96666666666667,"36-40","Male","Married","University (Bachelor)","Newar (Newa)","","Jhapa","Town","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",1,5,5,1,1,3,5,1,1,0,1,3,2,4,1,5,8,0.421052631578947,1
"458",458,"2024-08-10","NE",15.8833333333333,"21-25","Male","Single (never married)","Secondary","Bahun","","Jhapa","Town","Personally have felt strong shaking","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Epicenter (point of earthquake origin)","Try to reach my friends, family or anyone near me","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,3,4,0,0,0,1,2,0,2,0,1,2,0.105263157894737,1
"459",459,"2024-08-10","EN",11.2666666666667,"31-35","Male","Married","University (Bachelor)","Chhetri","","Bhojpur","Village","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,5,0,1,0,2,3,1,5,0,6,12,0.631578947368421,6
"460",460,"2024-08-10","EN",9.21666666666667,"18-20","Male","Single (never married)","Secondary","Bahun","","Chitwan","City","Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,3,5,0,0,0,0,2,0,2,0,4,9,0.473684210526316,2
"461",461,"2024-08-11","EN",9.46666666666667,"56-60","Male","Married","Post-graduate","Newar (Newa)","","Chitwan","City","Personally felt an earthquake before","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,1,5,1,1,0,0,4,4,5,0,1,1,0.0526315789473684,1
"462",462,"2024-08-11","EN",14.3333333333333,"46-50","Male","Divorced","University (Bachelor)","Newar (Newa)","","Lalitpur","City","Personally have felt strong shaking","Slightly agree ","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes","",2,5,4,1,1,4,4,1,0,0,0,3,3,2,1,1,2,0.105263157894737,1
"463",463,"2024-08-11","NE",11.8333333333333,"26-30","Male","Single (never married)","University (Bachelor)","Bahun","","Chitwan","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin),Recommended actions","Try to reach my friends, family or anyone near me","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",0,5,5,1,1,4,5,0,0,0,0,3,1,5,0,4,6,0.315789473684211,3
"464",464,"2024-08-11","EN",19.0833333333333,"31-35","Male","Married","University (Bachelor)","Madhesh","","Dhanusha","City","Personally felt an earthquake before,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes","",2,4,4,1,1,3,5,2,1,0,0,3,1,2,0,4,8,0.421052631578947,4
"465",465,"2024-08-11","EN",13.75,"21-25","Female","Single (never married)","Secondary","Bahun","","Kaski","City","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",3,5,5,1,1,3,4,0,0,1,0,2,0,5,1,5,8,0.421052631578947,5
"466",466,"2024-08-11","EN",7.71666666666667,"18-20","Male","Single (never married)","Secondary","Chhetri","","Kathmandu","City","Personally have felt strong shaking,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake","Slightly agree ","I have never heard of it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Useful","No","",0,4,5,0,0,1,4,0,0,0,0,2,0,4,1,3,6,0.315789473684211,3
"467",467,"2024-08-11","EN",10.2666666666667,"31-35","Male","Married","University (Bachelor)","Tharu","","Sarlahi","Village","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,3,4,2,1,0,2,3,1,4,1,6,12,0.631578947368421,6
"468",468,"2024-08-11","EN",6.5,"21-25","Female","Single (never married)","Post-graduate","Newar (Newa)","","Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes","",2,5,5,1,1,4,4,1,0,1,0,4,0,4,0,6,12,0.631578947368421,6
